课程：计算机网络
来源ID：source_05e11028da
切片数：1431
转写字符数：1298239
课程名称：计算机网络
录播ID：29169
学年：2025-2026
学期：春季
来源URL：https://course.ynu.edu.cn/learn/videoreview/2cb25efa8cb34dfa97767a0e2c986b15?id=29169&schoolYear=2025-2026&semester=春季

===== 课堂语音转写 =====

--- 1 / 5 / 00:00:35 - 00:03:26 ---
[00:00:35] 签个到，
[00:33:41] 大家注意一点一个公字窗口的起始值要作为原来的这行色窗口的二分之一，

--- 13 / 5 / 00:33:47 - 00:35:20 ---
[00:33:47] 或者是二分之一加三个MS，
[00:33:50] 然后的话基于这两种情况的话来进行增长，
[00:33:54] 那如果收到重复的这个确认报发，
[00:33:57] 那你继续按照加一的方式来增加对应的公测窗口，
[00:34:00] 然后的话尽快进行快速重传，
[00:34:03] 那如果收到新的数据的确认，
[00:34:05] 那就回到拥射避免阶段，
[00:34:07] 把音射窗口设为对应的半启动的阈值，
[00:34:10] 然后进入到因测避免的阶段，
[00:34:12] 按照加一加一方式的话进行后续的拥测控制，
[00:34:16] 好那就是慢恢，
[00:34:17] 快速恢复这样一个对应的这个机制，
[00:34:21] 那我们最后来总结一下TCP的这个音色控制，
[00:34:24] 那我们看到U侧tcb u侧控制的话，
[00:34:27] 它会先设置一个对应的这样一个拥色慢启动的这样一个阈值，
[00:34:32] 那这阈值的话，
[00:34:33] 一般情况下。
[00:34:34] 宝不用TCB杆连接好，
[00:34:36] 那在你第一次发送TCP的这个报文段的时候，
[00:34:41] 它是按照慢开始的慢启动阶段的这个方式的话进行增长的，
[00:34:46] 所以话你的这个初始的阈值的话，
[00:34:48] 是在你的第一轮TCP的这个报文段，
[00:34:52] 这个连续发送的过程里边，
[00:34:54] 慢启动过程里边最终计算出来的，
[00:34:56] 那一旦你计算出一个对应的慢启动阈值以后，
[00:35:00] 后续的所有的音色控制的话，
[00:35:02] 都是基于这个对应的慢启动的这个阈值的话，
[00:35:06] 来进行这个相应的这样一个判断，
[00:35:09] 然后的话来进行相应的控制，
[00:35:11] 那如果你当前映射窗口小于你的这样一个慢启动的阈值，
[00:35:17] 那你的发送端的话是处于慢启动的阶段，
[00:35:20] 然后的话，

--- 13 / 5 / 00:35:20 - 00:36:53 ---
[00:35:20] 你的音色窗口的话，
[00:35:22] 按照乘二的方式指数的增长，
[00:35:24] 那一旦你的右射窗口，
[00:35:26] 到达了对应的这个慢启动的阈值以后，
[00:35:30] 那就进入到音色避免的阶段，
[00:35:32] 然后从慢程度阈值开始。
[00:35:34] 对加一加一的进行加信的一个增长，
[00:35:38] 那在这个过程里边，
[00:35:40] 一旦发生超时的事件，
[00:35:42] 发生丢包事件以后的话，
[00:35:43] 就进行一个这个诚信的解，
[00:35:47] 把优色窗口设置为音测窗口的二分之一，
[00:35:50] 把公测慢启动浴池四为公侧窗口的二分之一，
[00:35:54] 然后公侧伤口的话，
[00:35:55] 回到解放前最开始的初始阶段，
[00:35:57] 然后设置为一个MS，
[00:35:59] 然后进入到慢启动的这样一个阶段，
[00:36:02] 进行相应的增长，
[00:36:03] 那如果在你的这个对应的这个音色控制这过程里边，
[00:36:09] 连续收到三个重复的ACK的这样一个确认，
[00:36:12] 那我们就把对应的这个对应的慢系统预计的话设为因射窗口二分之一，
[00:36:17] 然后的话把这个慢恢复阶段的这个起始的这个阈值窗口对应能色控制窗口的话，
[00:36:24] 设置为对应的慢启动的这个阈值，
[00:36:27] 再加三个MS的这样一个起始的这样个用色窗口，
[00:36:31] 然后来进行快速的重传，
[00:36:33] 好快速。
[00:36:34] 不重装的这个过程里边，
[00:36:36] 那如果已经收到新数据的这样一个对应的确认，
[00:36:39] 那我们就回到这个晕测避免的阶段，
[00:36:42] 然后进行线性增长，
[00:36:44] 那如果收到的是重复的这个对应的ACK的确认，
[00:36:47] 继续收到重复AC确认的话，
[00:36:49] 就按照在这个运值窗口基础上加一加一的方式的话，

--- 13 / 5 / 00:36:53 - 00:38:16 ---
[00:36:53] 不断的增长这个优秀窗口，
[00:36:56] 然后让你的快速重团机制的话，
[00:36:58] 它的快速重团报文断的话，
[00:37:00] 能够尽快数度化把它传出去，
[00:37:03] 好那就是凶社控制的这样一个对应的一个机制，
[00:37:07] 那希望呢，
[00:37:08] 正确的认识慢启动，
[00:37:10] 拥塞避免和恢复这三个阶段，
[00:37:14] 你的右侧窗口是怎么变的，
[00:37:16] 你的慢启动的这个阈值是如何来进行设置的，
[00:37:19] 那如果你把每个阶段它的这个对应的用测窗口怎么来设置，
[00:37:24] 它对应的这个慢启动的阈值怎么来设置，
[00:37:27] 搞清楚的话，
[00:37:28] 这一个TCP的用控制这个机制的话，
[00:37:31] 你也就把它分析清楚了好。
[00:37:34] 那这个优色控制的话，
[00:37:35] 大家还有什么问题没有，
[00:37:37] 有没有什么地方理解不了的，
[00:37:41] 那我们看下这个的话是一个对应的交付的一个流程，
[00:37:43] 那大家看一下大概的一个基本过程，
[00:37:46] 那TCP连接建立起以后，
[00:37:48] 是进入到慢开始的阶段，
[00:37:50] 然后慢开始阶段的话，
[00:37:51] 线性的增长，
[00:37:52] 指数级别的增长，
[00:37:53] 指数级别增长，
[00:37:55] 然后植入级别增长的话，
[00:37:56] 如果出现超时后，
[00:37:57] 就进入到对应的这个音设避免这样的阶段超时，
[00:38:02] 那进到公作避免阶段，
[00:38:03] 然后的话按照诚信的这样方式的话界，
[00:38:06] 然后的话按照音色避免的话，
[00:38:08] 不断的进行增长，
[00:38:09] 那如果收到三个人重复的一ZK，
[00:38:12] 那都是按照同样方式来进行处理，
[00:38:15] 那出现超时，

--- 13 / 5 / 00:38:16 - 00:39:34 ---
[00:38:16] 出现超时那按照这种方式来对他这个对应的慢启动阈，
[00:38:20] 直进行处理，
[00:38:21] 然后对他起始的音测窗口的话做相应的设置好，
[00:38:26] 那就基本的这样一个控制流程图，
[00:38:29] 大下来的话，
[00:38:30] 整体的来看一下这个用势控制整体的一个过程。
[00:38:34] 好，
[00:38:35] 那这块是优势控制过程里边相应的这个事件，
[00:38:37] 那这个事件的话，
[00:38:39] 就是我们在整个过程里边用色的控制了这样的一些机制，
[00:38:42] 以及它的窗口的变化情况，
[00:38:45] 这段的话我们是做了一些对应的缩写，
[00:38:48] 那SS的话代表是慢起动，
[00:38:50] 那CA的话代表是这个因素避免。
[00:38:54] 好，
[00:38:56] 那大家下来话看一下，
[00:38:57] 因为前面的话我们已经讲的非常多了，
[00:38:59] 这个地方只是做一个总结，
[00:39:00] 大家如果不清楚的话，
[00:39:01] 按照这个表的对比，
[00:39:03] 然后看一下对应的音色窗口，
[00:39:05] 还有它对应的慢启动阈值，
[00:39:07] 它的一个变化的一个情况，
[00:39:11] 因为时间关系的话，
[00:39:12] 我们就不再给大家做重复的这分析了，
[00:39:14] 你下来的话，
[00:39:15] 如果不清楚的话，
[00:39:16] 对比了前面的这个PPT的示意，
[00:39:18] 然后的话再看一下这一个对应这个表，
[00:39:20] 每个阶段做这个动作，
[00:39:25] 好，
[00:39:25] 那我们看到最终的话，
[00:39:27] 慢启动的话是，
[00:39:28] 整一个TCP的用色控制的话，
[00:39:30] 是有这样四个阶段，
[00:39:31] 三个阶段，
[00:39:32] 最开始的慢启动，
[00:39:34] 然后。

--- 13 / 5 / 00:39:34 - 00:41:12 ---
[00:39:34] 红色壁面，
[00:39:36] 然后的话快恢复，
[00:39:40] 那大家想一下，
[00:39:41] 在我们前面描述过程里边，
[00:39:43] 你的一个TCP的报文段，
[00:39:45] 在相互的这个通信和传输过程里边，
[00:39:48] 大部分时间的话，
[00:39:49] 应该是在哪个阶段里边，
[00:39:52] 哪个阶段我们拉长整个TCP的这个交付过程，
[00:39:59] 那他提示P报文的这个发送的话，
[00:40:01] 大家觉得应该是处于哪个阶段，
[00:40:04] 时间会比较长一些，
[00:40:07] 这三个阶段应该是这个阶段，
[00:40:14] 对吧，
[00:40:16] 因为你看启动阶段的话，
[00:40:17] 你翻倍翻倍增长很快的话，
[00:40:19] 就会发生丢包事件，
[00:40:21] 所以这个时间是非常短的一个时间，
[00:40:23] 而你大部分时间的话，
[00:40:25] 都是处于这个对应的拥测避免阶段，
[00:40:28] 因为你到了对应的这个阈值以后，
[00:40:30] 你就加一加一的不断来进行这个试探，
[00:40:33] 所以然在热里。
[00:40:34] 比方你发生了多轮的TCP的这样一个交付，
[00:40:38] 那在不断的这个市场过程里边，
[00:40:40] 大量时间的话是消耗在这个拥测这个对应的避免阶段了，
[00:40:44] 那因为你用这控制最主要目的的话，
[00:40:47] 就是要避免网络上发生这个拥塞这种情况，
[00:40:52] 所以的话，
[00:40:52] 我们大部分的TCB的这个传输过程里表都是处于拥塞避免这个阶段，
[00:40:58] 好，
[00:40:58] 那快恢复的话，
[00:41:00] 它发几率的话也是相对比较少一些，
[00:41:03] 所以大部分阶段的话都是处于拥塞控，
[00:41:07] 拥塞背面和快恢复两个交替的不断的发生的这样一个过程列表。

--- 13 / 5 / 00:41:14 - 00:42:34 ---
[00:41:14] 好，
[00:41:15] 那具体的过程的话，
[00:41:16] 我们就不它展开来讲了，
[00:41:17] 在这过程里面的话，
[00:41:18] 大家这个接口的对应的超时计时器，
[00:41:21] 那这要是一个对应的这个类似于前面我们讲到的这个断待机的这样的描述方式。
[00:41:28] 好啊，
[00:41:33] 然后我们再往下看一下，
[00:41:34] 那前面的话我们讲到拥色控制，
[00:41:36] 那我们拥测控制主要的手段的话，
[00:41:38] 就是通过对拥设窗口进行对应的值的一个设置好，
[00:41:42] 那优色窗口的话，
[00:41:43] 我们看到它是一个动态这种过程，
[00:41:46] 那它应该是一个按照你所感知到的网络拥测程度的这样一种函数，
[00:41:51] 它能够反映出来当前网络情况好，
[00:41:54] 然后的话来控制这公司测窗口，
[00:41:56] 那当用色情况出现以后的话，
[00:41:59] 用这个窗口应该把它降低，
[00:42:01] 然后拥塞的情况比较轻的情况下的话，
[00:42:04] 音色窗口的话应该是增长的，
[00:42:06] 所以我们可以看到整个过程里边，
[00:42:08] 当发生超时或者三个重复的ACK的时候，
[00:42:11] 你的右侧窗口的值的话是下降的，
[00:42:13] 那我们看到超时的时候，
[00:42:15] 用热窗口降为一，
[00:42:17] 然后三个重复adk快恢复阶段的话，
[00:42:19] 它的窗口的话，
[00:42:20] 降为二分之一的优色窗口，
[00:42:22] 好，
[00:42:23] 那这是对应的一种情况，
[00:42:25] 那如果正常收到A情况的话，
[00:42:27] 因为这个窗口肯定是。
[00:42:29] 这个跃跃欲试的，
[00:42:30] 那我们看到在慢恢复的阶慢启动阶段的话，
[00:42:33] 你要用这窗口，

--- 13 / 5 / 00:42:34 - 00:44:01 ---
[00:42:34] 而察觉到网络状态是非常好的情况下的话，
[00:42:38] 他希望能够尽快的速度的话，
[00:42:40] 把它报名状话给发出去，
[00:42:42] 希他拼命增长，
[00:42:43] 按照加倍的方式线性来增长，
[00:42:46] 好在充分利用当前网络空闲的这种情况，
[00:42:49] 尽快的把数据发出去，
[00:42:51] 所要按照翻倍方式来进行增长，
[00:42:53] 好那到了因色避免阶段以后的话，
[00:42:56] 当前的话已经快要接近于他原来的这个发展用色这样一种这一个优质窗口的这个情况呢，
[00:43:04] 那就开始按照线性方式来进行增长，
[00:43:06] 所以我们可以看到整一个优势窗口的话，
[00:43:09] 它实际上是和你的网络音射状态相关联的这样一种函数，
[00:43:13] 那发生拥测的时候，
[00:43:15] 因测窗口的话，
[00:43:15] 就降低，
[00:43:16] 那当空闲的时候的话，
[00:43:18] 映射窗口的话，
[00:43:19] 就按照指数或者线性的方式的话，
[00:43:22] 不断进行增长，
[00:43:23] 所以它和拥塞情况的话，
[00:43:24] 正好是两个相反的这样一种这个处理的情况。
[00:43:29] 那我们看一下，
[00:43:30] 那实际你的发送的这个速率的话，
[00:43:33] 你来进行计算的话，
[00:43:34] 那我们看到我们前面用测窗口的话，
[00:43:36] 它是拿对应的报文段这个数量的话来进行衡量的，
[00:43:41] 所以我们最终基于用测窗口要计算你实际的这个发动方的发动速率的话，
[00:43:46] 就是用你现在能预算参口是多少值，
[00:43:49] 那比如是N的这样一个因射窗口，
[00:43:52] 那就代表着你同时里面发N的对应的报名段，
[00:43:55] 那我用N的报名段那乘上对应的MS的这个值，
[00:43:59] 它的这个幺四六零个字节，

--- 13 / 5 / 00:44:01 - 00:45:33 ---
[00:44:01] 那就得到了在这个轮次里边你同时发了多少总的数据量，
[00:44:06] 然后按照一总的数据量的话，
[00:44:08] 再除上一个RTT的这样一个往返时间，
[00:44:11] 那就可以算出他实际的这样一个发送的这样个速率了，
[00:44:15] 好，
[00:44:15] 那这个就是发送速率的一个基本的计算方式，
[00:44:18] 基于用测窗口在乘上对应MS的这一字切，
[00:44:21] 再除上RTT的这个玩返时间，
[00:44:25] 那在过程里边我们还需要考虑另外一个问题，
[00:44:28] 那我可以看到。
[00:44:29] 前面我们做流量控制也是通过对应的接收窗口的话，
[00:44:34] 来进行一个发送窗口的这样一个这个流量的一个控制，
[00:44:38] 那我们优色控制的话，
[00:44:40] 也是通过一个音色窗口，
[00:44:41] 然后的话来确定出来到底你在一个轮次里边能够同时发多少报文段出去，
[00:44:48] 所以我们现在的话就有两个窗口，
[00:44:50] 一个话是流量控制窗口，
[00:44:52] 一个的话是对应的U色控的窗口，
[00:44:55] 那这两个窗口的话都是来对于发送方的这个发送数据的这样一个速率的话来进行对应的控制，
[00:45:02] 所以的话，
